ENTITY_ID,ENTITY_LOCATION_ID,ENTITY_LOCATION_NAME,ENTITY_NAME,ENTITY_TYPE,REVIEW_BODY,REVIEW_DATE,REVIEW_RATING_FOOD,REVIEW_RATING_GLOBAL,REVIEW_RATING_SERVICE,REVIEW_RATING_VALUE,REVIEW_TITLE,USER_ID,USER_LOCATION,USER_NAME
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,Visited for a work function and had a very successful evening. Good food and service was very good too with the night view across the Thames being a real highlight. Good for groups but also seemed good for couples as well.,Date of visit: November 2015,-1,4,-1,-1,Good food and stunning views,UID_B9DF2EA33AC2F73A8D19D9BC59B81738,"Greater London, United Kingdom",335stuartd
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"Had a quick lunch here and probably this is my 10th visit. Never tried the Brasserie yet but it looked very busy. The food was very good and the service good this time, has been patchy in the past to be fair.The views are superb if your a visitor to the city and its well worth being extra polite to the busy staff to ensure you get a good table.",Date of visit: May 2013,-1,4,-1,-1,Quick Service and Food Quality Very Good,UID_38458C382A9CC0752723FC381E3313FE,"London, United Kingdom",John D
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,Iconic building. This was a revisit- realised had not been here for quite some time since leaving London. So a revisit for this trip. The brasserie is all a but too busy for me and so we opted for the restaurant which is calmer and more relaxed. - higher price point too. It is not fine dining but it is quality assured dining here. The turbot was cooked to perfection. Menu is seasonal British to ensure quality fresh ingredients. Excellent service. Great views from restaurant and terrace. ,Date of visit: June 2019,-1,5,-1,-1,Iconic bulding,UID_B5BCB4BA833A3D0F63ED6B560C010339,"Malaga, Spain",Kingpaul100
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,Recently returned to the Oxo tower for a drink didn't eat this time round the place was buzzing but managed to get served what really makes this place is the view.,Date of visit: August 2015,-1,3,3,3,Good to stop for a drink,UID_A8F34F01420314B10DD8096467A4E3BC,"Chelmsford, United Kingdom",827martinob
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"A wonderful lunch at the brasserie, fabulous menu and the staff today were so kind and thoughtful. Thank you.",Date of visit: February 2016,5,5,5,5,Charming Brasserie,UID_E8C940CD2E6122C21093899BE0DCB7A3,London,Alexandra E
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"Two things put me off returning to the Oxo Tower. The first is the policy of not giving people making bookings the option of having the set menu (see Yoshi100 below). The second is the policy of putting Christmas crackers on the table but allowing you to discover only when you see the menu that they cost £4.50 each. This was a mean trick to play on those for whom the visit was a just affordable treat. What do you do as host? Say ""Oh, we won't have the crackers"" and look like Scrooge? Or take a £18 pound hit for a table of four? What next? A charge for using the table napkins?",Date of visit: December 2012,4,3,4,3,"Wonderful view, good food, but too much gouging going on",UID_AE71D30B9EA39C50E2A95DD2F06D355C,"London, United Kingdom",stickybowl
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"This is a really great place to take the "" secretary "" I liked it foods very good can be pricey but that's London for you keep away from the bubbly and it's not to bad short and quick it's good save up and go !",Date of visit: November 2016,4,4,4,4,Undiluted,UID_D9D9ABF5AF9A92641F98CA65D1AAEC3B,"London, United Kingdom",toby975
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"I'd requested a window table-which we got, so that we could enjoy the fantastic views. I was out celebrating my 50th birthday with friends who'd not been to the Oxo Tower before. We arrived late, but that didn't seem to be a problem. The service was excellent, as was the food and the staff brought me a complementary dessert and box of chocolates which was a really lovely touch.",Date of visit: November 2011,5,5,5,3,Birthday Treat,UID_F3E276812DD492F0DF33B5173059C687,"London, United Kingdom",Helen S
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,Always gives a good account of itself - def worth a treat to yourself here,,-1,4,-1,-1,"Great food, great location",UID_710AFC795F15DAAD3B8151718EE0638E,"London, United Kingdom",SquirrelyCody
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"A competent meal with lovely waiting staff. The 3 stars is because at this level of restaurant I would have expected more from the execution of the menu which seemed to offer an inordinate proportion of seafood, and the food was good enough but not great, and surprisingly there were no amuse-bouches to add interest between courses or to demonstrate the chef's skill, simply a meagre assortment of petits fours with the coffee. My fillet steak was tender and delicious but the accompanying vegetables & mash were not of a very high standard. The champagne cocktails we had in the bar whilst waiting for our table were delightful. The restaurant is on the 8th floor, the top of the building, and the views were spectacular. Sitting in the bar, there was a cool draft from the glass walls and we noticed that the air vents on the floor were not affording any compensating warm air.",Date of visit: November 2014,3,3,5,3,"Pleasant, not outstanding, with great vistas",UID_BC23E56737CC1CC79A82B4DF595AF182,London,SoulTherapist
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,eat in the bistro side it's much more relaxed and the food less fussy - great place to hang out for cocktails and the staff are excellent,Date of visit: May 2011,-1,4,-1,-1,excellent,UID_FA314FB4D798AA2156DD1E37872A98AC,unhappy,sarah b
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,I was taken here by a client for an evening meal it was very substandard and I left hungry...Sad to say but I would never visit here again,Date of visit: October 2012,-1,1,-1,-1,Poor service meagre portions,UID_0CA3ED2E54D106844C9D28472F0753C9,Gatwick,Fairplayer
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,I love having a cocktail sitting outside in Summer with the river views and then a good meal with wine not cheap but worth it,,-1,5,-1,-1,Lovely views,UID_55570393883D0CD5B93E979FAC848EFF,"London, United Kingdom",Diane C
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"On a bright clear day in London, Oxo Tower is an ideal place to head to. The restaurant has floor to ceiling windows and every table had a view. It took a while for the service to kick in- but the sommelier was excellent and his recommendations were really good. Food read well on the menu- but didn't pack any flavour. We were celebrating a birthday and they brought out a lovely plate of ice cream with chocolate birthday message. Would definitely recommend",Date of visit: May 2014,3,4,3,3,"Fab Location, Mixed Service and Mediocre food",UID_AD48D677DED4EE2C0A7FF079451304C1,Dubai,DubaiBelle
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"Went a few years back and had the set price Sunday lunch, service was good and the view across the Thames excellent",,-1,4,-1,-1,Lunch and view,UID_EA03F72710C18DBD66CBA2E54BCF40BB,"Kingston upon Thames, United Kingdom",WhiteLightinX
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"Love the views atmosphere not to busy so you can't hear your self talk, I like this place been here a couple of times great place with friends or just a romantic one ",Date of visit: May 2013,5,5,5,5,Lovely,UID_DC017F05750F899D0D73BF7FE092ABCD,"Bishops Stortford, United Kingdom",Yvonne291172
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"We had a business dinner that turned out to be very pleasant. The service was good and so was the food while they have an excellent, albeit somewhat expensive wine list.all in all a very nice dinner with a stunning view on London. Be prepared for the noise because the acoustics are poor.",Date of visit: October 2017,4,4,5,4,A bustling place with actually good food!,UID_B5C5683416B252731D51E8FD6DD5E421,"Geneva, Switzerland",mjelling
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,The Oxo Tower restaurant and bar is a London Icon....Wonderful views over looking the Themes and LondonBeautiful interior Wonderful menu!!....something for everyoneGreat drinks menu and wine listLoads of atmosphere!!!....very busyLovely staff!!!,Date of visit: June 2017,5,5,5,5,Wonderful!!,UID_596AE2D44A9958A078DB90A9F2025D37,"Auckland Central, New Zealand",Brycee10
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"Lovely buzzing atmosphere in this restaurant. Great views overlooking iconic London sights - St Paul’s Cathedral and The City.Great food beautifully presented, good choice and attentive service - what more could you ask for? Looking forward to returning.",Date of visit: July 2019,-1,4,-1,-1,Really Buzzing,UID_3F61434D99B16199881E2816C9D7976D,"Hartley, United Kingdom",Colliedog58
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"Good service, food is good (but could be better - there is the brasserie and a more formal restaurant - I ate in the brasserie and it was good - I'm told the restaurant is fine-dining and exceptional) the bar area is perfect for some summer time drinks pre or post dinner overlooking the river and St. Paul's. This restaurant is always busy so you need to book. It's got a real buzz to it. Service levels are high but some items on the menu could be better. I would recommend this restaurant and visit again on a frequent basis.",Date of visit: February 2012,4,4,4,4,Brilliant location with some wonderful views,UID_02E1914022A97587D9E5B79B52A40003,"London, United Kingdom",David N
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"I ate here last week for a christmas lunch. I had the Scallops to start, which were delicious and sweet and full of flavour with a lovely cheese topping. They were a little on the small side but I was served 5 in their individual shells. For my main course I had the Halibut with cockle chowder, which I thought was fantastic, very tasty and the fish melted in my mouth. I then went for the Baileys cheesecake to finish which was very good! We had great wine and champagne and the atmosphere was nice. Overall a lovely meal...",Date of visit: December 2012,4,4,4,3,Lovely Food and Great Views,UID_93539C17C5414F97F24C0848B1293A5E,"Barnet, United Kingdom",ChilliLondon
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"I'd planned a trip here to propose to my girlfriend! The waitress knew and was pretty good about it. Food was great and the seat outside on the balcony was just right, if a tad windy. Certainly a day I'll never forget for all the right reasons. Brilliant day and a great restaurant.",Date of visit: November 2014,5,5,5,4,Engagement surprise!,UID_4678E0AD33842832605038D3A23D8D86,"Pitstone, United Kingdom",Floyd M
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"Outside of the splendid view and juggling the Tourists. OXO Tower has always been a go-to spot either between Fashion Show, BFI events or visits to the TV Stations.",Date of visit: December 2016,5,5,5,5,Good for Pre-Dinner Drinks or Dinner,UID_61117ED00221CE764DD69DF23990EBAF,"London, United Kingdom",John T
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,I use to go to the OXO a number of years ago and it was a favourite. After visiting two days ago I was shocked by the attitude of the staff and the horrendous food. Three of us sat down to eat and all had different dishes. Each one of us complained. The amount of salt they must use in the food. I sent mine back and had to wait a further 25 minutes. By the I'd lost my appetite and no longer wanted to eat. I found the staff rude and obnoxious . I remember the days when you had to book. However we just walked in and half the restaurant was empty... I know why now. ,,1,3,2,2,Appalling food!!,UID_9ECC299EEFCF9FF48BBCDEE27C9A92D4,"London, United Kingdom",Nnl01
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"We arrived late for our dinner after the theatre, but were welcomed and shown to a table for 4, although we were just 2. It was great having the extra room over looking a lovely view of St Pauls and the city. Tables in the Brasserie can be quite crammed together. We ate fish and chips and grilled sea bream and salad. Both were good. The house white was fine. Service was professional throughout. For nice summer weather there are tables outside.",Date of visit: April 2016,4,4,4,3,"Great views, decent food.",UID_788956E4DA6549D22D4F3692565C6CCB,None,SanibelGirl6033
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"I've been here a few times and it's a favourite for taking out of town visitors as the views are so spectacular. I always find the staff really friendly, the food excellent and the room itself lovely, although there can be a bit of a scramble for the window tables since even if you request one they won't promise it so I recommend getting there a little earlier than your booking, especially if you are booked at a peak time like 1pm, as that normally works. They also have excellent cocktails so it's worth arriving even earlier! Some of the food combinations can look a little strange - for example slow cooked egg on brioche with smoked salmon and spinach soup, but the combinations usually work really well. My only slight concern is that it's getting very expensive. £55 for the set 3 course lunch is only just about Ok still in my view and I wonder whether that's why it was a third empty when I went on Tuesday lunchtime even though it's Christmas lunch season?",Date of visit: December 2013,4,4,5,3,Excellent but just a tiny bit overpriced I think,UID_E0001C8F82C9B38E80771C8920D01DFD,"London, United Kingdom",CaspiaPam
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"My girlfriends took me here in October for my birthday.Staff were very nice however our order was confused more than once and I had to ask a number of times for my drink, which you don't expect from this type of restaurant.The food was average - perfectly edible and fresh but nothing out of the ordinary and I therefore felt it was expensive for what it was.There are so many other amazing restaurants now with much better views of London - Oxo would have to do a lot to compete in my eyes.",Date of visit: October 2015,3,3,4,3,Better Places With Better Views,UID_02622A8D729F2A6ABD515E4315D723B0,"Church Crookham, United Kingdom",Flick_Wiley
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"I have been eating here since the restaurant opened, and not only is it a perfect place to see the London skyline, the staff are always friendly, and the food is always top quality !! It's One place you can go either for lunch or dinner and you just know it will great . ",Date of visit: March 2016,-1,5,-1,-1,Perfect ever time !!,UID_AB990469F6EBDE8C3C2FCCFBC39ED546,"Bedford, United Kingdom",Stufuk
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"Had an early dinner here (5:30pm) on Saturday. Lovely views across the city, which became more & more stunning as night fell. The menu is great and there are good wines in the cellar. We had fish (roasted monkfish as well as seabass). They were very well prepared and presented, and tasted wonderful. The restaurant is well laid out, bright and airy. The staff are nice. This place would be nice for a romantic meal. As the Autumn starts, sitting out on the terrace becomes challenging as it is windy and colder, but the vista is stunning. After dinner we went across to the brasserie for post dinner digestifs. The brasserie has a different ambience: louder (there is live music on certain days) and less formal. All in all a most enjoyable evening. Very highly recommended!",Date of visit: September 2014,5,4,5,4,"Nice restaurant, good meal",UID_216137DB6B23461BB80A17E26F01B1C7,"Nairobi, Kenya",Ibadanboy
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"Review for Brasserie. The view is of course very good, although you can go to the bar and get the same view for the price of a drink.The brasserie is however pretty terrible. The table was very cramped, not nearly big enough for six. The food was very poor - both the squid starter and scallop main were overcooked and flavourless, and to quote the Woody Allen joke - such small portions. Other dishes were described as middling to poor. For some reason, a poor guitarist decided to start playing literally six inches from the back of one of our party's heads. This meant we couldn't even enjoy any conversation. We did not stay for dessert. For the price, probably the worst meal I have ever had. This place could be brilliant, but it needs more space and much much better food.",Date of visit: May 2015,1,1,2,1,Like eating a ready meal in a greenhouse next to a busker.,UID_4F89D8CC0679A76FD40459FE8902E982,"London, United Kingdom",DBUK2012
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"Have visited the OXO a few times in the past, and it has always been consistently very good (but not perfect). Our dinner was on a Tuesday and the restaurant was at half occupancy, and quiet with no music, so lacking in atmosphere a little- we were also not seated by the window, but right in the middle. Starters were very good, particularly the langoustines. My main was perfectly cooked (steak) but the ravioli pasta was very hard; so probably not fresh, and the fish main was bland and lacking in flavour. No salt or pepper on the table. Service was variable, and it would have been nice to have had one waiter (As opposed to three, who didn't seem to be communicating with each other). Overall, a nice enough dinner, and would always return, but a slight dip in service and the food since our last visit. Given that it was a quiet evening and I have had excellent service and food during busy weekend services, this time the OXO did not meet expectations. A window seat thurs-saturday make for a lovely intimate date.",Date of visit: March 2015,4,3,3,4,Dip in food and service.,UID_C2D21738637D87F0B8264BA37132E743,"London, United Kingdom",Sabrina M
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"I've heard the food has gotten better here of late, and admittedly I haven't dined here in a while, but on the few times I've been I've found the food to be mediocre, to the extent that it is only partly mitigated by the splendid location and decent atmosphere. Overall, therefore, it is poor value and plays to the tourist market.",Date of visit: March 2013,3,3,4,2,Always disappoints,UID_347047C0E6B921D9C9A1D81F72B9A38C,"Welwyn, United Kingdom",B0n_Viv
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"We had a reasonably short space of time between movies as BFI Southbank. The staff were up to helping us get there, and they succeeded. The list of beers was very good and my fellow diner had a French Rose Cider that I am told was excellent. My Fillet steak was well cooked and served with a side of fries. My partner enjoyed a Goat's Cheese dish served with plums. An empty plate said it all!!!!! For desert I had Sticky Toffee Pudding which I thoroughly enjoyed. The Ginger cake was good on flavour but I am told that the consistency of the cake was a bit more solid than light. During our meal the serving crew changed over and the new crew were equally excellent. We paid our bill, handed back the table as it was a few days before Christmas and headed back to BFI Southbank. The view of the City was good although a bit blocked by the Christmas Trees on the terrace. We shall return again when the nights are a little lighter and the view is more enjoyable. Despite the presence of noisy Christmas work parties our enjoyment was not affected.",Date of visit: December 2019,4,4,5,4,Great service with a view,UID_A5554DB3B6B32B15FFD2FB3EBF0FF74C,"London, United Kingdom",Kelhamcorp
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"We sat at the bar in the bar for cocktails - the cocktails were good, the bar staff knowledgeable; however, although the views are amazing, the interior, particularly around the bar, could do with a little TLC to bring it up to date. It just feels a little 90s, so kind of retro, but probably because it hasn't kept pace rather than because that's the intention.",Date of visit: November 2015,-1,3,-1,-1,Could do with a revamp to up the luxury,UID_E15E0FCCE5849285DB7AA9BB0C5EF8CC,"Brighton, United Kingdom",paulyb3000
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,Far too expensive for very indifferent food. The choices are out of date with current trends and the food and wine prices are outrageous,Date of visit: March 2016,2,2,3,2,Overrated and pretentious,UID_21B5375D832BE791A02469B2A490FDA9,"London, United Kingdom",JB084439
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"We visited The Oxo Tower Restaurant during March 2012 on a Saturday evening.The restaurant is very modern looking with dimmed blue lighting and fantastic views of London & the Thames. The service was swift and efficient without being rushed and the atmosphere was lively without any pretentiousness. The food was of a very high standard (although the prices do match this) and the wine list was substantial with bottles starting at around £30.Overall for three courses with 2x side dishes (two people), a bottle of £46 Red, two cocktails and a bottle of water came to £208We really liked the Oxo Tower and will almost certainly return sometime in the near future.",Date of visit: March 2012,5,4,4,3,"Great Views, Good Food and a lively atmosphere.",UID_5C30BCAD61343B508F56AB5D32596DA4,UK,Soho_Travellers
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"One of the good things about this restaurant, besides the food, is the great views it has of the Thames skyline. We had booked for a late lunch (2 pm) and although all the tables besides the windows had been taken you still get a great view. There is an outside terrace so even if you get a window table the views of the Thames itself are limited but not the skyline. We were offered a table next to the window tables but they are very close together so we opted for one further back. The restaurant is large, modern and very spacious. We had chosen the 3 course set luncheon menu which included a glass of champagne. The menu offered 3 options for each course. My wife started with the tomato and mozzarella salad whilst I chose the sardines. This dish consisted of 4 sides of sardines on a crispbread with a dressing. We both enjoyed our starters. For main courses my wife chose the chicken with jersey royal potatoes which was more like a whole small poussin. I chose the salmon which was served slightly pink with pea mash & asparagus. Again no complaints and the portion sizes where generous. For dessert my wife chose the lemon posset whilst I had the chocolate and gingerbread - if you like chocolate desserts this is definitely the dessert for you. There is an extensive wine list which includes a number of wines from Harvey Nichols who own the restaurant. The wine list covers wines from a number of less well known wine producing countries with prices from £30 upwards. The only criticism was that the service was so rushed and if we hadn't delayed over our coffee and dessert we would have been in & out within an hour which is not really what we wanted. It wasn't as if the restaurant was stopping service as more people arrived for lunch after 3 pm !!!!. The service itself was efficient though we did have to ask for spoons with our coffee but not that friendly. Overall a lovely meal, good food & well presented but we just felt was far too rushed.",Date of visit: May 2018,4,4,3,4,Good food but the service was so rushed,UID_0709854B3690EDFB10DFA2EB65D339F2,"Wanaka, New Zealand",stonellas
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"I went with a girl friend to OXO tower and by mistake I had booked the restaurant. We usually go to the brasserie. What a pleasant surprise it was. A fixed price for two courses menu, dessert and wine is extra. Very extra!On a nice day it is great to have drinks before dinner on the outside terrace - stand away from the smokers please. A lovely space overlooking the thames and great for visitors to London. Nearest Tube is Blackfriars and a pleasant walk across the bridge to the south bank.The service is very different in the restaurant and it is more formal. The wines are not cheap ranging from about £40 upwards so if you are on a budget look at the Chilean reds which start at about £38.The food is excellent, I had sea bass which was truly delicious and my partner had Pork Belly, We shared aides of beans and spinach.Desserts are a must, I had an array of apple things and she had an array of chocolate. Wonderfully naughty and delicious.We have booked our next visit already and it will be the restaurant again.",Date of visit: February 2012,5,5,5,5,OXO Tower Restaurant as opposed to the Brasserie,UID_CA75102C7ED78C3D6D16695ACED56130,"London, United Kingdom",HotelBloke
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"Another swish place to lunch with terrific views !!! Our Sunday lunch for a friend's birthday was perfect in every way. The beef cooked to perfection, great selection of vegetables and the wine choice amazing. I could have sat on the roof terrace space for hours watching the Thames drift by ! ",Date of visit: July 2016,-1,5,-1,-1,Birthday Lunch,UID_9F2CD26D35173DE5EFF8E5C1B38A3E4E,"London, United Kingdom",Christouch291
d680501,g186338,London,"Oxo Tower Restaurant, Bar and Brasserie",Restaurant,"Always excited to return here for Sunday Lunch , great friendly service. Food well presented and of good quality. And to add to that wonderful views across The Thames ",Date of visit: December 2018,-1,5,-1,-1,Adam’s Birthday ,UID_9F2CD26D35173DE5EFF8E5C1B38A3E4E,"London, United Kingdom",Christouch291
